player_name,team_tag,batting_uvi,speed_bonus,hustle_bonus,defense_bonus,burst_bonus,complete_uvi,sprint_speed,bolts,oaa,frp,ppp,total_pitches,games,batted_balls
Kerry Carpenter,DET,204.6,-0.4,0.0,-3.0,-0.1,201.1,27.1,0.0,-3.0,-2.0,0.03957882037996546,1737,130,327
Mickey Gasper,MIN,51.4,-1.0,-0.0,0.0,-0.1,50.3,26.8,0.0,-1.0,0.0,0.0010412416851441253,451,39,74
James Outman,LAD,-5.3,2.4,-0.2,0.0,-0.6,-3.7,28.5,0.0,0.0,0.0,-0.013420210526315788,171,14,21
James Outman,MIN,24.2,2.4,0.1,0.0,-0.6,26.1,28.5,0.0,0.0,0.0,-0.005898246543778801,434,33,48
David Villar,SF,8.6,-2.2,0.0,-1.5,0.0,4.9,26.2,0.0,-1.0,-1.0,-0.009985726315789475,95,9,15
Andy Pages,LAD,133.5,1.6,-0.0,15.0,0.0,150.1,28.1,0.0,11.0,10.0,0.02197654627636677,2323,153,446
Heriberto Hernandez,MIA,180.5,2.8,0.0,6.0,-0.0,189.3,28.7,1.0,5.0,4.0,0.030730534270650263,1138,86,181
David Fry,CLE,140.8,-1.4,-0.0,0.0,0.4,139.8,26.6,0.0,0.0,0.0,0.02347394568690096,626,66,88
Justin Dean,LAD,-86.9,0.0,0.0,1.5,0.0,-85.4,,0.0,1.0,1.0,-0.03421818181818182,11,2,1
Vinny Capra,CWS,-35.9,2.0,0.1,0.0,-0.1,-33.9,28.3,0.0,0.0,0.0,-0.020944013513513514,148,18,35
Vinny Capra,MIL,-57.0,2.0,-0.1,0.0,-0.1,-55.2,28.3,0.0,0.0,0.0,-0.026897689814814815,216,23,39
Nate Eaton,BOS,56.9,4.8,0.0,-3.0,-0.5,58.2,29.7,20.0,-2.0,-2.0,0.003455511834319528,338,32,63
Daniel Schneemann,CLE,81.1,1.2,0.0,9.0,-0.4,90.9,27.9,0.0,8.0,6.0,0.008409198203592816,1670,126,261
Drew Avans,ATH,-82.5,3.6,-0.5,-1.5,0.0,-80.9,29.1,3.0,-1.0,-1.0,-0.03266619047619048,63,6,10
Drew Avans,MIL,-71.6,3.6,5.3,-1.5,0.0,-64.2,29.1,3.0,-1.0,-1.0,-0.030689499999999998,16,1,2
Logan Porter,SF,39.4,0.0,0.0,0.0,0.0,39.4,,0.0,0.0,0.0,-0.0025091470588235257,34,4,5
Noelvi Marte,CIN,149.1,3.4,0.0,-6.0,0.0,146.5,29.0,8.0,-4.0,-4.0,0.02823100157853197,1267,88,251
Francisco Álvarez,NYM,148.7,-2.6,-0.0,0.0,0.3,146.4,26.0,0.0,0.0,0.0,0.02510074822064057,1124,74,171
Kevin Alcántara,CHC,57.0,-3.6,-0.0,0.0,0.0,53.4,25.5,0.0,0.0,0.0,0.0029181304347826093,46,6,7
Luis Matos,SF,180.3,0.2,0.0,-7.5,0.1,173.1,27.4,0.0,-6.0,-5.0,0.03161706104651163,688,55,145
Warming Bernabel,COL,92.8,2.2,-0.0,-1.5,-0.0,93.5,28.4,0.0,-2.0,-1.0,0.015152578544061305,522,39,112
Angel Martínez,CLE,82.7,0.8,0.0,-6.0,0.1,77.6,27.7,0.0,-4.0,-4.0,0.008810960555555556,1800,135,343
Agustín Ramírez,MIA,105.5,-1.2,0.0,0.0,0.1,104.4,26.7,0.0,0.0,0.0,0.012964980300187617,2132,136,425
Luisangel Acuña,NYM,24.6,4.6,0.0,0.0,-0.5,28.7,29.6,24.0,0.0,0.0,-0.0059265552325581386,688,67,141
Jonatan Clase,TOR,68.1,4.2,-0.0,-3.0,-0.6,68.7,29.4,6.0,-2.0,-2.0,0.005313872437357629,439,33,73
Elly De La Cruz,CIN,118.0,3.6,-0.0,-3.0,-0.5,118.1,29.1,42.0,-3.0,-2.0,0.019829817512877115,2718,162,447
Endy Rodríguez,PIT,20.4,-0.4,0.0,-1.5,0.0,18.5,27.1,0.0,-1.0,-1.0,-0.007170661835748794,207,16,38
Bryan Ramos,CWS,11.6,1.0,-0.0,0.0,0.0,12.6,27.8,0.0,0.0,0.0,-0.009190769230769228,39,3,8
Ronny Simon,MIA,44.0,3.0,-0.1,-7.5,-0.4,39.0,28.8,1.0,-6.0,-5.0,-0.001628968036529679,219,19,41
Ronny Simon,PIT,104.3,3.0,0.2,-7.5,-0.4,99.6,28.8,1.0,-6.0,-5.0,0.012940365079365076,126,7,23
Cj Abrams,WSH,111.3,1.8,0.0,-12.0,-0.4,100.7,28.2,1.0,-11.0,-8.0,0.016022493115318417,2324,144,456
Riley Greene,DET,156.6,-1.2,-0.0,1.5,-0.1,156.8,26.7,0.0,1.0,1.0,0.027475688929889303,2710,157,402
Tyler Locklear,AZ,39.6,-0.6,-0.0,-3.0,0.2,36.2,27.0,0.0,-3.0,-2.0,-0.0019759517819706468,477,31,60
Tyler Callihan,CIN,-37.0,0.0,-0.0,0.0,0.0,-37.0,,0.0,0.0,0.0,-0.022057272727272727,22,4,5
Corbin Carroll,AZ,154.8,5.0,-0.0,13.5,-0.8,172.5,29.8,63.0,10.0,9.0,0.02741392521877486,2514,141,413
Gunnar Henderson,BAL,132.1,2.4,-0.0,-3.0,-0.4,131.1,28.5,13.0,-3.0,-2.0,0.01994875435126582,2528,154,441
Jack Leiter,TEX,-165.5,0.0,0.0,0.0,0.0,-165.5,,0.0,0.0,0.0,-0.05595,3,1,0
Anthony Volpe,NYY,91.6,2.0,-0.0,-7.5,-0.2,85.9,28.3,1.0,-6.0,-5.0,0.011993331526271894,2398,149,397
Michael Stefanic,TOR,-0.6,-4.4,0.0,1.5,0.0,-3.5,25.1,0.0,1.0,1.0,-0.012212877551020409,98,8,19
Nasim Nuñez,WSH,109.1,5.0,-0.0,4.5,-0.9,117.7,29.8,10.0,4.0,3.0,0.015480466507177033,418,32,64
Matthew Lugo,LAA,138.2,4.2,0.0,-7.5,-0.3,134.6,29.4,4.0,-5.0,-5.0,0.022123289256198345,242,25,45
Brett Baty,NYM,114.8,-0.6,-0.0,1.5,-0.1,115.6,27.0,0.0,1.0,1.0,0.01661685031303358,1757,126,284
Cody Freeman,TEX,77.6,0.4,-0.0,-1.5,-0.1,76.4,27.5,0.0,-1.0,-1.0,0.008506658102766795,506,35,96
Owen Caissie,CHC,69.4,1.2,0.0,1.5,0.0,72.1,27.9,0.0,1.0,1.0,0.006167640776699031,103,12,15
Andrew Vaughn,CWS,59.7,-2.6,-0.1,3.0,0.4,60.4,26.0,0.0,2.0,2.0,0.002709645586297763,759,48,143
Andrew Vaughn,MIL,133.6,-2.6,0.1,3.0,0.4,134.5,26.0,0.0,2.0,2.0,0.02269576427829699,963,64,190
Michael Busch,CHC,155.9,-1.6,-0.0,-1.5,-0.0,152.8,26.5,0.0,-1.0,-1.0,0.028872621680452768,2297,152,381
Victor Mesa,MIA,5.1,-0.8,-0.0,1.5,0.0,5.8,26.9,0.0,1.0,1.0,-0.010857560283687942,141,13,28
Christian Koss,SF,120.9,3.6,-0.0,-1.5,-0.2,122.8,29.1,4.0,-1.0,-1.0,0.017235555900621122,644,60,130
Will Robertson,CWS,-4.5,1.2,-0.2,0.0,0.0,-3.5,27.9,0.0,0.0,0.0,-0.013170090090090089,222,22,40
Will Robertson,TOR,-34.1,1.2,2.7,0.0,0.0,-30.2,27.9,0.0,0.0,0.0,-0.020763636363636363,44,3,3
Matt Gorski,PIT,170.7,2.8,0.0,-1.5,0.0,172.0,28.7,0.0,-2.0,-1.0,0.028854011049723752,181,14,25
Kenedy Corona,HOU,90.8,0.0,0.0,0.0,0.0,90.8,,0.0,0.0,0.0,0.011330952380952383,21,2,1
Sal Frelick,MIL,111.0,3.2,0.0,9.0,-0.6,122.6,28.9,38.0,7.0,6.0,0.016806573777585463,2311,141,456
Drew Millas,WSH,134.5,0.2,-0.0,0.0,-0.1,134.6,27.4,0.0,0.0,0.0,0.021892588516746414,209,16,43
Vinnie Pasquantino,KC,185.6,-3.6,0.0,-7.5,0.4,174.9,25.5,0.0,-7.0,-5.0,0.03432606414219475,2588,160,515
Tyler Tolbert,KC,49.5,3.2,0.0,0.0,-0.4,52.3,28.9,1.0,-1.0,0.0,0.0003188359788359786,189,36,41
Dominic Canzone,SEA,177.4,-1.6,-0.0,-3.0,0.0,172.8,26.5,0.0,-2.0,-2.0,0.029098035992217903,1028,82,186
Oliver Dunn,MIL,-6.9,1.0,0.0,-1.5,0.0,-7.4,27.8,0.0,-1.0,-1.0,-0.013851701298701299,154,13,28
Isaac Collins,MIL,122.4,0.8,-0.0,4.5,-0.2,127.5,27.7,1.0,4.0,3.0,0.01976577313266444,1794,126,282
Dylan Crews,WSH,96.0,3.4,-0.0,3.0,-0.4,102.0,29.0,5.0,3.0,2.0,0.012173353043478262,1150,83,215
Brenton Doyle,COL,76.6,4.4,0.0,7.5,-0.3,88.2,29.5,42.0,6.0,5.0,0.010393118938233793,1959,138,365
Korey Lee,CWS,116.6,0.6,0.0,0.0,0.0,117.2,27.6,0.0,0.0,0.0,0.01678565359477124,153,16,27
Michael Massey,KC,35.3,-2.6,0.0,1.5,-0.1,34.1,26.0,0.0,1.0,1.0,-0.0032368598223099705,1013,75,223
Nick Sogard,BOS,70.4,1.4,0.0,0.0,0.0,71.8,28.0,0.0,0.0,0.0,0.007142802992518705,401,30,71
Pedro Pagés,STL,111.2,-3.4,-0.0,0.0,0.8,108.6,25.6,0.0,0.0,0.0,0.016289426845637583,1490,107,259
Brooks Lee,MIN,100.5,-2.4,0.0,-4.5,0.4,94.0,26.1,0.0,-4.0,-3.0,0.013573717910447763,2010,137,395
Will Brennan,CLE,-34.5,-0.6,0.0,0.0,0.0,-35.1,27.0,0.0,0.0,0.0,-0.020760543478260868,46,6,10
Joey Wiemer,MIA,65.6,2.2,-0.0,3.0,-0.2,70.6,28.4,0.0,3.0,2.0,0.003500641255605383,223,19,34
Drake Baldwin,ATL,158.1,-2.4,0.0,0.0,0.1,155.8,26.1,0.0,0.0,0.0,0.02866320914285714,1750,123,334
Dalton Rushing,LAD,111.9,0.8,-0.0,0.0,-0.4,112.3,27.7,0.0,0.0,0.0,0.016479756666666664,600,51,85
Darell Hernaiz,ATH,68.8,1.8,-0.0,1.5,-0.1,72.0,28.2,4.0,1.0,1.0,0.0051274578651685394,712,50,152
Zach Neto,LAA,128.2,1.6,-0.0,-9.0,0.1,120.9,28.1,0.0,-8.0,-6.0,0.01964583614019117,2197,128,356
Victor Scott,STL,52.3,5.8,0.0,15.0,-0.8,72.3,30.2,87.0,17.0,15.0,0.0012643634762184385,1703,132,300
Joey Ortiz,MIL,81.2,2.8,-0.0,15.0,-0.2,98.8,28.7,10.0,13.0,10.0,0.009048431236673773,1876,146,400
Spencer Horwitz,PIT,125.4,-3.6,-0.0,1.5,0.3,123.6,25.5,0.0,1.0,1.0,0.017986894643908184,1699,108,291
Cam Devanney,PIT,-74.8,0.0,-0.0,0.0,0.0,-74.8,,0.0,-1.0,0.0,-0.02998181481481482,162,13,15
Colby Thomas,ATH,146.9,2.6,-0.0,-1.5,-0.3,147.7,28.6,3.0,-1.0,-1.0,0.024652492723492726,481,47,73
Grant Mccray,SF,-54.5,4.2,-0.0,0.0,0.0,-50.3,29.4,2.0,0.0,0.0,-0.025259175257731963,97,10,13
Drew Gilbert,SF,37.3,0.8,0.0,3.0,-0.4,40.7,27.7,0.0,2.0,2.0,-0.0030358365384615376,416,34,80
Jordan Beck,COL,88.9,2.8,0.0,-3.0,-0.1,88.6,28.7,1.0,-2.0,-2.0,0.013999235344458709,2337,146,361
Dylan Beavers,BAL,149.0,3.2,-0.0,0.0,-0.5,151.7,28.9,4.0,0.0,0.0,0.024037400000000004,615,35,74
Troy Johnston,MIA,189.3,-1.6,0.0,0.0,-0.0,187.7,26.5,0.0,0.0,0.0,0.03281905555555556,450,44,85
Christian Encarnacion-Strand,CIN,154.9,0.4,0.0,-3.0,0.2,152.5,27.5,0.0,-2.0,-2.0,0.029795863539445633,469,36,100
Dustin Harris,TEX,59.9,3.6,-0.0,0.0,0.0,63.5,29.1,1.0,0.0,0.0,0.003831066298342539,181,17,27
Graham Pauley,MIA,93.2,-1.4,0.0,9.0,0.2,101.0,26.6,0.0,7.0,6.0,0.01002715712187959,681,57,127
Blaine Crim,COL,135.3,-2.2,0.6,-1.5,0.0,132.2,26.2,0.0,-1.0,-1.0,0.02761307053941909,241,15,34
Blaine Crim,TEX,-58.1,-2.2,-4.1,-1.5,0.0,-65.9,26.2,0.0,-1.0,-1.0,-0.0274715,50,5,5
Rhylan Thomas,SEA,27.6,-3.0,-0.0,0.0,0.0,24.6,25.8,0.0,0.0,0.0,-0.005655147058823529,34,3,8
Brett Wisely,ATL,13.5,0.4,-0.7,0.0,0.0,13.2,27.5,0.0,0.0,0.0,-0.008583333333333333,45,4,2
Brett Wisely,SF,67.3,0.4,0.0,0.0,0.0,67.7,27.5,0.0,0.0,0.0,0.0042360462962962985,216,17,40
Jacob Melton,HOU,11.0,3.4,-0.0,1.5,-0.6,15.3,29.0,5.0,1.0,1.0,-0.009225191616766467,334,25,41
Liam Hicks,MIA,114.6,-2.2,-0.0,0.0,0.0,112.4,26.2,0.0,1.0,0.0,0.01512284970722186,1537,119,280
Ryan Ritter,COL,52.9,3.8,-0.0,1.5,-0.3,57.9,29.2,4.0,2.0,1.0,0.0034533065976714112,773,59,129
Jace Jung,DET,4.3,-3.6,-0.0,1.5,0.1,2.3,25.5,0.0,1.0,1.0,-0.010966004504504504,222,19,31
Braxton Fulford,COL,42.9,3.6,-0.0,0.0,-0.1,46.4,29.1,2.0,0.0,0.0,0.0005307960526315796,456,37,75
Alex Freeland,LAD,49.7,-2.2,-0.0,3.0,0.0,50.5,26.2,0.0,3.0,2.0,0.0006191608391608381,429,29,50
Petey Halpin,CLE,110.4,2.6,-0.0,0.0,0.0,113.0,28.6,0.0,0.0,0.0,0.015794484848484846,33,5,4
Robert Hassell,WSH,46.1,1.8,0.0,-1.5,-0.5,45.9,28.2,1.0,-1.0,-1.0,-0.00042390445026178083,764,64,133
Colt Keith,DET,109.0,1.4,-0.0,-3.0,-0.2,107.2,28.0,2.0,-3.0,-2.0,0.015462138797814209,1830,137,313
Drew Romo,COL,-103.1,0.0,0.0,0.0,0.0,-103.1,,0.0,0.0,0.0,-0.04229166666666667,12,3,0
Tyler Soderstrom,ATH,153.1,0.2,0.0,1.5,-0.2,154.6,27.4,0.0,0.0,1.0,0.02619004378909741,2238,157,421
Kyle Teel,CWS,109.4,0.4,-0.0,0.0,-0.2,109.6,27.5,0.0,0.0,0.0,0.014996499591836736,1225,77,176
Jordan Walker,STL,60.4,2.8,-0.0,-6.0,-0.2,57.0,28.7,2.0,-4.0,-4.0,0.0033478065976714102,1546,104,233
Masyn Winn,STL,88.6,2.2,0.0,15.0,-0.2,105.6,28.4,7.0,21.0,16.0,0.010535554275587064,2257,127,392
Jasson Domínguez,NYY,97.9,2.8,0.0,-12.0,-0.4,88.3,28.7,21.0,-9.0,-8.0,0.013653897466116676,1697,116,268
Adael Amador,COL,34.4,-1.6,-0.0,-3.0,0.1,29.9,26.5,0.0,-3.0,-2.0,-0.001982866962305988,451,38,88
Maximo Acosta,MIA,74.0,3.0,-0.0,-4.5,0.1,72.6,28.8,0.0,-4.0,-3.0,0.005491317269076307,249,18,36
Jhostynxon Garcia,BOS,52.1,0.0,0.0,0.0,0.0,52.1,,0.0,0.0,0.0,0.0021562500000000006,40,3,2
Junior Caminero,TB,166.5,-1.2,-0.0,-4.5,0.2,161.0,26.7,0.0,-3.0,-3.0,0.028696121697357888,2498,154,476
Javier Sanoja,MIA,151.8,1.4,0.0,0.0,0.0,153.2,28.0,7.0,0.0,0.0,0.02392453562653563,1221,110,274
Pete Crow-Armstrong,CHC,165.8,4.4,-0.0,15.0,-0.7,184.5,29.5,54.0,24.0,22.0,0.03148650459116747,2287,154,445
Kyle Karros,COL,37.7,0.4,-0.0,4.5,0.1,42.7,27.5,0.0,4.0,3.0,-0.0010174882260596554,637,42,97
Coby Mayo,BAL,97.1,1.2,-0.0,-1.5,-0.0,96.8,27.9,0.0,-2.0,-1.0,0.011452260370697265,1133,84,179
Zac Veen,COL,-9.6,1.8,0.0,0.0,0.0,-7.8,28.2,0.0,0.0,0.0,-0.014883695035460992,141,10,20
Max Muncy,ATH,63.2,1.8,-0.0,-7.5,0.0,57.5,28.2,0.0,-7.0,-5.0,0.003726618932038836,824,60,138
Brady House,WSH,33.3,1.0,-0.0,3.0,-0.2,37.1,27.8,0.0,2.0,2.0,-0.00364543137254902,969,73,186
Jordan Lawlar,AZ,41.9,4.8,0.0,-6.0,-0.2,40.5,29.7,10.0,-5.0,-4.0,-0.0013796666666666662,285,25,41
Marcelo Mayer,BOS,51.6,0.4,0.0,3.0,-0.2,54.8,27.5,1.0,3.0,2.0,0.002016474509803922,510,42,86
Tsung-Che Cheng,PIT,-79.6,0.0,0.0,0.0,0.0,-79.6,,0.0,0.0,0.0,-0.031146000000000004,24,3,3
C. J. Kayfus,CLE,112.9,0.6,-0.0,-4.5,-0.2,108.8,27.6,0.0,-3.0,-3.0,0.016437732251521297,493,42,87
Kristian Campbell,BOS,82.8,-0.2,0.0,-10.5,0.0,72.1,27.2,0.0,-9.0,-7.0,0.010532392523364483,1070,67,157
Yanquiel Fernández,COL,51.4,-3.6,0.0,-1.5,0.4,46.7,25.5,0.0,-2.0,-1.0,0.0030057401315789485,608,52,95
Nick Gonzales,PIT,67.2,3.2,-0.0,4.5,-0.2,74.7,28.9,6.0,4.0,3.0,0.004054434751773049,1410,96,309
Dillon Dingler,DET,118.9,0.6,0.0,0.0,0.1,119.6,27.6,0.0,0.0,0.0,0.017946054969461413,1801,125,323
César Prieto,STL,-118.4,0.0,0.0,0.0,0.0,-118.4,,0.0,0.0,0.0,-0.042255919999999995,25,3,1
Jackson Chourio,MIL,141.2,3.8,0.0,4.5,-0.3,149.2,29.2,63.0,3.0,3.0,0.024649358561967833,2114,131,428
Denzer Guzman,LAA,87.3,0.2,0.0,-6.0,0.0,81.5,27.4,0.0,-5.0,-4.0,0.009525505681818182,176,13,20
Moisés Ballesteros,CHC,163.5,-2.6,-0.0,0.0,0.2,161.1,26.0,0.0,0.0,0.0,0.03087894,250,20,44
Samuel Basallo,BAL,153.2,-3.2,-0.0,0.0,0.5,150.5,25.7,0.0,0.0,0.0,0.02504205643340858,443,31,79
Niko Kavadas,LAA,-28.6,0.0,-0.0,-1.5,0.0,-30.1,,0.0,-2.0,-1.0,-0.019133388888888887,108,9,10
Blake Dunn,CIN,70.4,4.8,0.0,3.0,-0.4,77.8,29.7,9.0,2.0,2.0,0.006956792452830187,318,26,35
Tim Tawa,AZ,49.0,1.8,-0.0,1.5,-0.2,52.1,28.2,0.0,1.0,1.0,0.00043026712328767084,876,69,138
Shay Whitcomb,HOU,16.7,1.4,-0.0,0.0,0.0,18.1,28.0,0.0,0.0,0.0,-0.007772159420289856,138,15,21
Nick Yorke,PIT,85.1,1.6,0.0,0.0,0.0,86.7,28.1,0.0,0.0,0.0,0.008343454225352117,284,22,53
Nolan Schanuel,LAA,119.6,-2.6,-0.0,-3.0,0.3,114.3,26.0,0.0,-2.0,-2.0,0.017521351476014763,2168,131,422
Joey Loperfido,TOR,188.1,2.4,-0.0,0.0,-0.3,190.2,28.5,1.0,0.0,0.0,0.035901138297872344,376,38,69
Evan Carter,TEX,83.5,3.4,0.0,4.5,-0.5,90.9,29.0,22.0,4.0,3.0,0.010089910411622275,826,61,152
Wyatt Langford,TEX,140.5,3.2,-0.0,13.5,-0.3,156.9,28.9,17.0,10.0,9.0,0.025192751383567476,2349,133,340
Brice Matthews,HOU,250.9,3.0,0.0,0.0,0.0,253.9,28.8,2.0,0.0,0.0,0.05255517318435755,179,13,23
Will Wagner,SD,-29.3,-0.8,-1.5,-4.5,0.0,-36.1,26.9,0.0,-3.0,-3.0,-0.01923487671232877,73,15,13
Will Wagner,TOR,55.1,-0.8,0.2,-4.5,0.0,50.0,26.9,0.0,-3.0,-3.0,0.001978740608228981,559,40,86
Billy Cook,PIT,72.4,0.0,-0.0,0.0,0.0,72.4,,0.0,0.0,0.0,0.005287899999999996,20,2,5
Thomas Saggese,STL,85.2,2.2,-0.0,0.0,-0.2,87.2,28.4,0.0,0.0,0.0,0.00965358094435076,1186,81,194
Brett Harris,ATH,59.1,0.8,-0.0,1.5,0.1,61.5,27.7,0.0,2.0,1.0,0.0026993363095238095,336,29,53
Jac Caglianone,KC,46.0,-1.0,-0.0,-9.0,-0.2,35.8,26.8,0.0,-7.0,-6.0,-0.0005560454545454547,858,62,158
James Wood,WSH,134.8,1.0,0.0,-9.0,-0.4,126.4,27.8,9.0,-7.0,-6.0,0.02195818576804653,2923,157,377
Carter Jensen,KC,131.5,0.4,-0.0,0.0,-0.2,131.7,27.5,0.0,0.0,0.0,0.020790952218430036,293,20,48
Colson Montgomery,CWS,248.9,-0.0,0.0,7.5,-0.2,256.2,27.3,0.0,7.0,5.0,0.04950750459558823,1088,71,171
Harry Ford,SEA,-48.0,0.0,-0.0,0.0,0.0,-48.0,,0.0,0.0,0.0,-0.023208137931034486,29,5,4
Christian Moore,LAA,121.1,2.2,-0.0,-3.0,0.1,120.4,28.4,0.0,-2.0,-2.0,0.017878346598202824,779,50,102
Daylen Lile,WSH,174.8,3.6,0.0,-10.5,-0.5,167.4,29.1,16.0,-8.0,-7.0,0.03206311791730475,1306,91,265
Alejandro Osuna,TEX,75.3,2.4,-0.0,0.0,-0.3,77.4,28.5,0.0,0.0,0.0,0.0079088373655914,744,56,119
Hunter Goodman,COL,161.1,-0.2,0.0,0.0,0.1,161.0,27.2,0.0,0.0,0.0,0.03517519525801953,2151,143,384
Jacob Young,WSH,52.6,4.0,0.0,15.0,-0.2,71.4,29.3,36.0,14.0,13.0,0.001203831140350878,1368,107,265
Jimmy Crooks,STL,15.1,-1.4,0.0,0.0,0.0,13.7,26.6,0.0,0.0,0.0,-0.00821062814070352,199,13,27
Trey Sweeney,DET,59.3,2.2,0.0,-6.0,-0.3,55.2,28.4,0.0,-6.0,-4.0,0.002912505457598658,1191,108,206
Carson Williams,TB,19.1,1.2,0.0,-1.5,-0.2,18.6,27.9,0.0,-2.0,-1.0,-0.007386795673076921,416,31,55
Ben Rice,NYY,166.5,0.4,-0.0,0.0,-0.2,166.7,27.5,0.0,0.0,0.0,0.03166871240234375,2048,136,369
Edgar Quero,CWS,74.6,-4.8,-0.0,0.0,0.8,70.6,24.9,0.0,0.0,0.0,0.006382965887555276,1583,111,294
Kyle Manzardo,CLE,162.3,-3.8,0.0,-3.0,0.1,155.6,25.4,0.0,-3.0,-2.0,0.028907821728395063,2025,142,339
Zach Dezenzo,HOU,118.9,1.6,-0.0,-3.0,-0.1,117.4,28.1,0.0,-3.0,-2.0,0.01855733125,480,32,60
Roman Anthony,BOS,127.7,1.0,-0.0,7.5,-0.3,135.9,27.8,0.0,6.0,5.0,0.022790855027279813,1283,71,174
Cam Smith,HOU,103.3,4.0,-0.0,1.5,-0.3,108.5,29.3,25.0,1.0,1.0,0.01453278814814815,2025,133,303
Sal Stewart,CIN,158.8,-3.0,0.0,1.5,0.0,157.3,25.8,0.0,1.0,1.0,0.03085778341013825,217,18,40
Jackson Merrill,SD,186.2,2.4,-0.0,3.0,-0.5,191.1,28.5,1.0,3.0,2.0,0.03352158723653396,1708,114,337
Nathan Church,STL,43.0,2.8,-0.0,4.5,-0.4,49.9,28.7,1.0,4.0,3.0,-0.0010854785992217867,257,19,40
Nick Kurtz,ATH,180.9,-0.4,-0.0,-6.0,-0.1,174.4,27.1,0.0,-6.0,-4.0,0.03314221119592876,1965,117,270
Alan Roden,MIN,-23.5,1.0,0.5,3.0,-0.4,-19.4,27.8,0.0,2.0,2.0,-0.01806468115942029,138,10,25
Alan Roden,TOR,51.2,1.0,-0.2,3.0,-0.4,54.6,27.8,0.0,2.0,2.0,0.0009818014527845041,413,39,77
Cole Young,SEA,56.6,1.0,0.0,-9.0,-0.2,48.4,27.8,0.0,-8.0,-6.0,0.001070467757459095,1039,74,180
Caleb Durbin,MIL,135.6,1.6,-0.0,0.0,-0.1,137.1,28.1,0.0,0.0,0.0,0.02320778315217391,1840,134,397
Trey Lipscomb,WSH,98.7,0.0,0.0,0.0,0.0,98.7,,0.0,0.0,0.0,0.012854499999999996,16,1,3
Jackson Holliday,BAL,91.9,2.6,0.0,-9.0,-0.3,85.2,28.6,4.0,-8.0,-6.0,0.010191114052953159,2455,149,443
Chandler Simpson,TB,67.4,4.6,0.0,-7.5,-0.8,63.7,29.6,89.0,-5.0,-5.0,0.004448289855072465,1518,107,373
Rafael Flores,PIT,110.6,0.0,0.0,0.0,0.0,110.6,,0.0,0.0,0.0,0.014452293333333335,75,6,8
Otto Kemp,PHI,114.7,4.2,-0.0,-9.0,-0.1,109.8,29.4,5.0,-7.0,-6.0,0.018652346764346767,819,62,130
Jakob Marsee,MIA,204.3,1.6,-0.0,6.0,-0.4,211.5,28.1,2.0,4.0,4.0,0.036385360953461975,881,55,162
Chase Meidroth,CWS,63.2,-0.6,0.0,3.0,0.2,65.8,27.0,0.0,2.0,2.0,0.0035579178415167723,2057,119,377
Nacho Alvarez,ATL,62.9,-1.0,0.0,1.5,0.2,63.6,26.8,0.0,2.0,1.0,0.00412819536019536,819,57,142
Jacob Wilson,ATH,146.6,-0.6,-0.0,-3.0,0.3,143.3,27.0,1.0,-3.0,-2.0,0.024566718228867166,1739,125,444
Bryce Eldridge,SF,25.1,-4.8,-0.0,0.0,0.0,20.3,24.9,0.0,0.0,0.0,-0.005975174999999999,160,10,16
Zach Cole,HOU,307.3,2.8,0.0,-1.5,0.0,308.6,28.7,3.0,-1.0,-1.0,0.06708495089285713,224,15,27
Luke Keaschall,MIN,167.8,2.8,-0.0,-1.5,-0.2,168.9,28.7,1.0,-2.0,-1.0,0.03072666322580645,775,49,152
Matt Shaw,CHC,114.4,3.4,-0.0,-1.5,-0.2,116.1,29.0,3.0,-1.0,-1.0,0.017991513305736253,1691,121,295
Masataka Yoshida,BOS,74.9,-1.8,0.0,0.0,0.2,73.3,26.4,0.0,0.0,0.0,0.008364163636363638,715,55,164
Hyeseong Kim,LAD,114.7,2.8,0.0,0.0,-0.5,117.0,28.7,0.0,0.0,0.0,0.01718085303030303,660,58,107
Jung Hoo Lee,SF,113.5,1.8,-0.0,-7.5,-0.1,107.7,28.2,0.0,-5.0,-5.0,0.015425937128292266,2354,148,488
Ben Williamson,SEA,59.8,1.6,-0.0,0.0,-0.1,61.3,28.1,0.0,0.0,0.0,0.001809522203947369,1216,82,214
Shinnosuke Ogasawara,WSH,-157.0,0.0,0.0,0.0,0.0,-157.0,,0.0,0.0,0.0,-0.05168333333333334,3,1,0
